prisoner_id,case_cnr,prison_id,prison_name,prison_state,prison_district,prison_capacity,total_prison_population,occupancy_rate,overcrowding_level,available_beds,overcrowding_gap,undertrial_population,convict_population,eligibility_result,release_barrier
UTP-2026-0574,MAPU01-191233-2024,PRIS-MH-06,Yerwada Open Prison & Semi-Open Annex,Maharashtra,Pune,1500,865,57.7,Normal,635,0,657,208,Ineligible_Under_Time,
UTP-2026-0575,MAPU01-619214-2025,PRIS-MH-06,Yerwada Open Prison & Semi-Open Annex,Maharashtra,Pune,1500,865,57.7,Normal,635,0,657,208,Ineligible_Under_Time,
UTP-2026-0576,MAPU01-460765-2023,PRIS-MH-06,Yerwada Open Prison & Semi-Open Annex,Maharashtra,Pune,1500,865,57.7,Normal,635,0,657,208,Excluded_Life_Or_Death,
UTP-2026-0577,MAPU01-341687-2023,PRIS-MH-06,Yerwada Open Prison & Semi-Open Annex,Maharashtra,Pune,1500,865,57.7,Normal,635,0,657,208,Ineligible_Under_Time,
UTP-2026-0578,MAPU01-837139-2024,PRIS-MH-06,Yerwada Open Prison & Semi-Open Annex,Maharashtra,Pune,1500,865,57.7,Normal,635,0,657,208,Ineligible_Under_Time,
UTP-2026-0579,MAPU01-909388-2024,PRIS-MH-06,Yerwada Open Prison & Semi-Open Annex,Maharashtra,Pune,1500,865,57.7,Normal,635,0,657,208,Ineligible_Under_Time,
UTP-2026-0580,MAPU01-894352-2024,PRIS-MH-06,Yerwada Open Prison & Semi-Open Annex,Maharashtra,Pune,1500,865,57.7,Normal,635,0,657,208,Ineligible_Under_Time,
UTP-2026-0581,MAPU01-768622-2025,PRIS-MH-06,Yerwada Open Prison & Semi-Open Annex,Maharashtra,Pune,1500,865,57.7,Normal,635,0,657,208,Excluded_Life_Or_Death,
UTP-2026-0582,MAPU01-114097-2026,PRIS-MH-06,Yerwada Open Prison & Semi-Open Annex,Maharashtra,Pune,1500,865,57.7,Normal,635,0,657,208,Ineligible_Under_Time,
UTP-2026-0583,MAPU01-540267-2023,PRIS-MH-06,Yerwada Open Prison & Semi-Open Annex,Maharashtra,Pune,1500,865,57.7,Normal,635,0,657,208,Ineligible_Under_Time,
UTP-2026-0584,MAPU01-931063-2025,PRIS-MH-06,Yerwada Open Prison & Semi-Open Annex,Maharashtra,Pune,1500,865,57.7,Normal,635,0,657,208,Blocked_Multiple_FIRs,
UTP-2026-0585,MAPU01-190746-2026,PRIS-MH-06,Yerwada Open Prison & Semi-Open Annex,Maharashtra,Pune,1500,865,57.7,Normal,635,0,657,208,Ineligible_Under_Time,
UTP-2026-0586,MAPU01-379152-2023,PRIS-MH-06,Yerwada Open Prison & Semi-Open Annex,Maharashtra,Pune,1500,865,57.7,Normal,635,0,657,208,Ineligible_Under_Time,
UTP-2026-0587,MAPU01-153717-2026,PRIS-MH-06,Yerwada Open Prison & Semi-Open Annex,Maharashtra,Pune,1500,865,57.7,Normal,635,0,657,208,Ineligible_Under_Time,
UTP-2026-0588,MAPU01-404145-2024,PRIS-MH-06,Yerwada Open Prison & Semi-Open Annex,Maharashtra,Pune,1500,865,57.7,Normal,635,0,657,208,Blocked_Multiple_FIRs,
UTP-2026-0589,MAPU01-631697-2026,PRIS-MH-06,Yerwada Open Prison & Semi-Open Annex,Maharashtra,Pune,1500,865,57.7,Normal,635,0,657,208,Ineligible_Under_Time,
UTP-2026-0590,MAPU01-509735-2024,PRIS-MH-06,Yerwada Open Prison & Semi-Open Annex,Maharashtra,Pune,1500,865,57.7,Normal,635,0,657,208,Approaching,Court hearing pending
UTP-2026-0591,MAPU01-820333-2024,PRIS-MH-06,Yerwada Open Prison & Semi-Open Annex,Maharashtra,Pune,1500,865,57.7,Normal,635,0,657,208,Eligible,
UTP-2026-0592,MAPU01-664948-2023,PRIS-MH-06,Yerwada Open Prison & Semi-Open Annex,Maharashtra,Pune,1500,865,57.7,Normal,635,0,657,208,Blocked_Multiple_FIRs,
UTP-2026-0593,MAPU01-132972-2023,PRIS-MH-06,Yerwada Open Prison & Semi-Open Annex,Maharashtra,Pune,1500,865,57.7,Normal,635,0,657,208,Ineligible_Under_Time,
UTP-2026-0594,MAPU01-981508-2023,PRIS-MH-06,Yerwada Open Prison & Semi-Open Annex,Maharashtra,Pune,1500,865,57.7,Normal,635,0,657,208,Ineligible_Under_Time,
UTP-2026-0595,MAPU01-333653-2026,PRIS-MH-06,Yerwada Open Prison & Semi-Open Annex,Maharashtra,Pune,1500,865,57.7,Normal,635,0,657,208,Excluded_Life_Or_Death,
UTP-2026-0596,MAPU01-812685-2023,PRIS-MH-06,Yerwada Open Prison & Semi-Open Annex,Maharashtra,Pune,1500,865,57.7,Normal,635,0,657,208,Blocked_Multiple_FIRs,
UTP-2026-0597,MAPU01-369035-2024,PRIS-MH-06,Yerwada Open Prison & Semi-Open Annex,Maharashtra,Pune,1500,865,57.7,Normal,635,0,657,208,Blocked_Multiple_FIRs,
UTP-2026-0598,MAPU01-415734-2023,PRIS-MH-06,Yerwada Open Prison & Semi-Open Annex,Maharashtra,Pune,1500,865,57.7,Normal,635,0,657,208,Excluded_Life_Or_Death,
UTP-2026-0599,MAPU01-783737-2024,PRIS-MH-06,Yerwada Open Prison & Semi-Open Annex,Maharashtra,Pune,1500,865,57.7,Normal,635,0,657,208,Ineligible_Under_Time,
UTP-2026-0600,MAPU01-939279-2023,PRIS-MH-06,Yerwada Open Prison & Semi-Open Annex,Maharashtra,Pune,1500,865,57.7,Normal,635,0,657,208,Ineligible_Under_Time,
